"Day","Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Pillars.of.Arun","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Putrid.Cloister","The.Twilight.Temple","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","The.Beachhead_T10","The.Beachhead_T15","The.Perandus.Manor","Doryani.s.Machinarium","The.Beachhead_T5","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory"
69,"2020-02-19","Metamorph HC","UniqueMap",2.04,11.21,1.96,2,1.99,1.98,4,2,2,1,4,25.91,20.63,5.5,15,5,2,NA,NA,49.784,50,NA,34.05,32.5,258.23111,35,6.69,35
70,"2020-02-20","Metamorph HC","UniqueMap",2,13.27,2,2,2,2,4,2,2,1,4,24.11,18.64,6.79,15,5.72,2,NA,NA,50.192,50,NA,33.42,30.89,255.19,35,6.42,35
71,"2020-02-21","Metamorph HC","UniqueMap",2,13.61,2,2,2,2,4,2,2,1,4,24.11,18.68,8,15,7,1.84,NA,NA,49.89,50,NA,33.46,31.01,226.14,34.52,6.78,35
72,"2020-02-22","Metamorph HC","UniqueMap",2.06,16.91,2,1.69,2,2,4,2,2,1,4.22,24.11,20.87,8.46,15,7.02,1.85,NA,NA,49.58,50,NA,33.26,34.37,222.385,30,6.39,35
73,"2020-02-23","Metamorph HC","UniqueMap",2.82,18.58,2,1.7,2.43,1.42,4,2,2,1.37,4.159,23.27,21.02,9,15,7.02,1.20667,NA,NA,48.02,50,NA,33.35,34.97,221.235,30,6,35
74,"2020-02-24","Metamorph HC","UniqueMap",2.92,16.91,2,2,2.6,1.33,4,2,2,1.37,4.17,22.84333,20.37,9,186.66,6.82,1.26,NA,NA,44.78,50,NA,57.29,34.16,231.355,30,6.2,35.52
75,"2020-02-25","Metamorph HC","UniqueMap",2.92,16.91,2,2,2.6,1.95,4,1.12625,2,1.17107,4.88,21.34,20.44,9,0,6,1.82,NA,NA,44.78,50,NA,57.46,35,203.885,30,6.2,34.97
76,"2020-02-26","Metamorph HC","UniqueMap",2.92,16.91,2,2,2.5,1.68,4,1.03,2,1.06,4.86,19.38,18.46,9,0,5.58,1,NA,NA,47.08,50,NA,57.44,34.82,200.37,30,6.25,37.57
77,"2020-02-27","Metamorph HC","UniqueMap",3,16.91,2,2,2.31,1.58,4,1,2,1,4.88,19.91,17.49,9,0,5.49,1,NA,NA,47.47,50,NA,59.01,33.94,203.44583,30,6.14,40
78,"2020-02-28","Metamorph HC","UniqueMap",3,29.48,2,2,2.31,1.51,4,0.99,2,1,4.78,19.91,17.49,9,0,5.59,1,NA,NA,47.4,50,NA,50,33.52,201.014,30,7.6,40
79,"2020-02-29","Metamorph HC","UniqueMap",3,29.63,2,2.59,3,1.41,4,0.99,1.34,1,4.68,18.26,16.52,9,0,6,1,NA,NA,47.82,50,NA,50,33.6,204.32,30,8.48,42.92
80,"2020-03-01","Metamorph HC","UniqueMap",2.22,29.63,2,2.4,3,1.31,4,0.99,1.23,1.02,4,18.26,17.68,9.83,251.52,6.83,1,NA,NA,47.93,0,NA,54.48143,33.21,206.645,37.21,6.78,43.69
81,"2020-03-02","Metamorph HC","UniqueMap",2.78,41.5,2,2.3,3,1.21,4,1.05,1.16,1.51,4,18.26,17.87,10,247.84,5.1,1,NA,NA,75.54,0,NA,51.21,33.21,201.6,35.74,11.1644,43.59
82,"2020-03-03","Metamorph HC","UniqueMap",2.78,23.82,2,3,3.2,1.32,4,1.3,1.16,1.65,4,31.06,17.87,10,249.02,5.1,1,NA,NA,75.89333,0,NA,51.36,33.21,202.68,35.74,9.89,43.7
83,"2020-03-04","Metamorph HC","UniqueMap",2.07,23.82,2,3,3.2,1.32,4,1.3,1.16,1.64,4,40,19.68,10,247.24,5.1,1,NA,NA,143.46,0,NA,51.13,34.97,201.01625,35.74,9.9,43.7
84,"2020-03-05","Metamorph HC","UniqueMap",2.82,21.9,2,3,3.2,1.22,4.21,1.41,1.29,1.53,4,40,19.68,10,245.8,5,1,NA,NA,306.75,0,NA,51.24,35.90667,167.35,34.26,10,43.51
85,"2020-03-06","Metamorph HC","UniqueMap",3,21.9,2,3,3.2,1.22,4.21,1.41,1.29,1.53,4,40,25,10,185.25,5,1,NA,NA,308.75,0,NA,64.9,35.15,195.25,34.26,10,43.51
86,"2020-03-07","Metamorph HC","UniqueMap",3,21.9,2,3.1,3.2,1.22,5.85,1.32,1.29,1.31,4,40,25,10.2,186.3,5,1,NA,NA,310.5,0,NA,65.35,35.31,196.36,32.9,10.87,43.51
87,"2020-03-08","Metamorph HC","UniqueMap",3,21.9,0,3,3.2,1.22,5.27,1.32,1.29,1.31,4,40,25,10.2,186.48,5.54,1.41,NA,NA,310.8,0,NA,87.06,35.2,196.55,32.9,10.98,43
88,"2020-03-09","Metamorph HC","UniqueMap",3.44,25.45,0,3,3,1.22,6.83,1.33,1.13,1.27,4,40,25,27.38,188.85,5.54,1.32,NA,NA,314.75,0,NA,125.9,35.1,223.245,32.9,10.16,43.32
1,"2019-03-08","Synthesis HC","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2,"2019-03-09","Synthesis HC","UniqueMap",9.2,6.42,2,5.5,7,7.1,11.65,11.08,8.4,6.3325,8.6,2.3,38,25.5275,0,10.8,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA
3,"2019-03-10","Synthesis HC","UniqueMap",4.61,4.105,2,3,6.096,2.51,10,9.95636,5.49,4,7,2,38,25.59,30,8,2,0,21,206.6,76.6,0,NA,NA,NA,NA,NA,NA
4,"2019-03-11","Synthesis HC","UniqueMap",5.05,10,2,3,5.41,2,10,10,4.45833,4,7,9,26.76625,21.19,30,7,2,0,50,201.776,41.57,0,NA,NA,NA,NA,NA,NA
5,"2019-03-12","Synthesis HC","UniqueMap",6.01,8,3,1.1,5,2,9,9.94909,4,3.93638,8.00667,6,23.68,41.97,30,7,2,0,52,156,32.8,0,NA,NA,NA,NA,NA,NA
6,"2019-03-13","Synthesis HC","UniqueMap",7.16,7.49,4,1,5,2,10.57556,8,4,2.33,8.53,6,24,32.54,24.1,7,2,0,65.855,89,30,0,NA,NA,NA,NA,NA,NA
7,"2019-03-14","Synthesis HC","UniqueMap",6.67,7,4,1,5,2,11.71,8,3,3,8,5.55,35,19.22,18.4,7,2,0,54.2,42.36,27,0,NA,NA,NA,NA,NA,NA
8,"2019-03-15","Synthesis HC","UniqueMap",6,6,4,1,4,2,15,8,3,2.92,7,5,33.36,14.36,13.89,7,2,30,45.1,53.14118,23.92,0,NA,NA,NA,NA,NA,NA
9,"2019-03-16","Synthesis HC","UniqueMap",7,5,4,1,4,2,14,7,3,3,7.88,4.74,30,15,13,6.81,2,30,50,65.18,20,0,NA,NA,NA,NA,NA,NA
10,"2019-03-17","Synthesis HC","UniqueMap",7,5,5,1,4,2,13.08,7,3,3,9,4,32.8,15,13.5,7,1,0,45.05,67.68,19.56667,0,NA,NA,NA,NA,NA,NA
11,"2019-03-18","Synthesis HC","UniqueMap",6,4.99457,5,1,5,2,12,6,3,2.95,7.79535,4,32.54,15,13.8,7,1,0,43.98,80,25,0,NA,NA,NA,NA,NA,NA
12,"2019-03-19","Synthesis HC","UniqueMap",5.44,5,5,1,5,2,12,5,2.83,2,7,4,32,19.22,15,7.62,1,0,46.09,80,25.37,0,NA,NA,NA,NA,NA,NA
13,"2019-03-20","Synthesis HC","UniqueMap",5,4,4,1,4,2,10,5,2,2,7,3.36375,30,14,13.6,7,1,0,46.15,80,29.14,0,NA,NA,NA,NA,NA,NA
14,"2019-03-21","Synthesis HC","UniqueMap",5,4,4,1,4,2,9.933,5,2,2,6,3,30,10,17,7,1,0,54.77,91.45333,29.91,0,NA,NA,NA,NA,NA,NA
15,"2019-03-22","Synthesis HC","UniqueMap",5,4,4,1,4,2,10,5,2,2,6,3,28,9,15.47,7,1,0,44.9,93.36333,30,0,NA,NA,NA,NA,NA,NA
16,"2019-03-23","Synthesis HC","UniqueMap",5,4,3,1,4,2,10,5,2,1.61,6,3,27,9.25,15.85,6,1,0,50,96.78,29,0,NA,NA,NA,NA,NA,NA
17,"2019-03-24","Synthesis HC","UniqueMap",5,4,3,1,4,2,11.4,4,1.95,1.95,6,3,27,10,15.61,7,1,0,53.99,125.88,30,0,NA,NA,NA,NA,NA,NA
18,"2019-03-25","Synthesis HC","UniqueMap",5,4,3,1,4,2,11.03765,4,1.95,1.95,7,3,28.72,10,15,7,1,0,50,129.14833,30,0,NA,NA,NA,NA,NA,NA
19,"2019-03-26","Synthesis HC","UniqueMap",5,4,3,1,4,2,11.883,4,1.97,1.95,6,3,28.64,10,17,7,1,0,50,126.42,29.9,0,NA,NA,NA,NA,NA,NA
20,"2019-03-27","Synthesis HC","UniqueMap",5,3,3,1,4,2,11,4,2,1.95,6,3,28.23,9.52377,15.7,6,1,0,50,113.41,30,0,NA,NA,NA,NA,NA,NA
21,"2019-03-28","Synthesis HC","UniqueMap",4,3,3,1,4,2,11.53,4,1.92,1.99,6,2,27.37,10,15,6,1,0,50,111.31,30,50,NA,NA,NA,NA,NA,NA
22,"2019-03-29","Synthesis HC","UniqueMap",4,3,3,1,3,2,11.21,3,2,1.67,6,2,26.58,9,14.6,6,1,0,50,105.78,29.82,40,NA,NA,NA,NA,NA,NA
23,"2019-03-30","Synthesis HC","UniqueMap",4,3,3,1,3,2,11.03,3,2,1.64,6,2,29.23,9,14.6,7,1,40.48,50,118.15,30,40,NA,NA,NA,NA,NA,NA
24,"2019-03-31","Synthesis HC","UniqueMap",4,3,3,1,4,1.6,11.52,3,2,1.55,6.69242,2.3801,30.18,9,20,6.515,1,40.48,39.09333,110,30,30,NA,NA,NA,NA,NA,NA
25,"2019-04-01","Synthesis HC","UniqueMap",3,3,3,1,3,1.61,11.25,3,2,1.48,7,2,32.92,9,16,6,1,37.53,40,108.28,30,29.01,NA,NA,NA,NA,NA,NA
26,"2019-04-02","Synthesis HC","UniqueMap",3,3,3,1,3.16,1,11,3,1.58,1.44,7,2,33.25,9,20.55,6,1,37.53,50,110.54,30,24.08,NA,NA,NA,NA,NA,NA
27,"2019-04-03","Synthesis HC","UniqueMap",3,3,3,1,3,1,11,3,1.61,1.36,7,2,33.05,9,18.3,6,1,37.53,50,104.08,35,36.48,NA,NA,NA,NA,NA,NA
28,"2019-04-04","Synthesis HC","UniqueMap",3,3,2.8,1,3,1.64,11.14,3,1.67,1.32,6,2,32.54,9,18.3,6,1,35,46.82,101,32.51,39.42,NA,NA,NA,NA,NA,NA
29,"2019-04-05","Synthesis HC","UniqueMap",2,2.14,3,1,3,1.38,11,3,1.66,1.28,6,2,33.25769,9,18.2,6,1,35,50,101.43,30,32.45,NA,NA,NA,NA,NA,NA
30,"2019-04-06","Synthesis HC","UniqueMap",2,2.14576,2,1,3,1.28,12,3,1.75,1.02,5,2,30,9,18,6,1,30.47,55,104.29429,30,30,NA,NA,NA,NA,NA,NA
31,"2019-04-07","Synthesis HC","UniqueMap",2,2,2,0.77,3,1.22,11.54,3,1.65,1,5,2,30.72,9,16.4,7,1,33.52,48.36,102.95,30,26.96,NA,NA,NA,NA,NA,NA
32,"2019-04-08","Synthesis HC","UniqueMap",2,2,2,0.93,3,1,11.47297,3,1.44,1,5,2,40,9,18,6,0.96,35,50,103.12,30,23.92,NA,NA,NA,NA,NA,NA
33,"2019-04-09","Synthesis HC","UniqueMap",2,2,2,1,3,1,11,3,1.46,1.05,5,2,44.62528,9,18,6,0.92,32.6,49,104.83,35.91,23.62,NA,NA,NA,NA,NA,NA
34,"2019-04-10","Synthesis HC","UniqueMap",2,2.14,2,1,3,1.27,11,3,2,1.08,5,1.88,44.6,9,16.2,6,1,30,50.45,104.83,36.84,20.06,NA,NA,NA,NA,NA,NA
35,"2019-04-11","Synthesis HC","UniqueMap",2,2,2,1,3,1.5,11,3,2,1.08,5,1.92,43.41435,8,6.26,6,1,21.65,47.39,103.36,39.24,20.06,NA,NA,NA,NA,NA,NA
36,"2019-04-12","Synthesis HC","UniqueMap",2,2,2,1,3,1.5,11,3,2,1.05,5,1.75,42.92,8,20,6.2,1,21.88,52.24,110,38.84,20.27,NA,NA,NA,NA,NA,NA
37,"2019-04-13","Synthesis HC","UniqueMap",2,2,2,1,3,1.25,10,3,2,1.2,5,1.63,45,8,18,6,1,30,51.1,110,39.06,20.27,NA,NA,NA,NA,NA,NA
38,"2019-04-14","Synthesis HC","UniqueMap",2,2,2,0.99,3,1,10,2.46,2,1.16,5,2,41.6,7.44,17.6,6.27529,1,24.1,50.87,110,38.84,20.24,NA,NA,NA,NA,NA,NA
39,"2019-04-15","Synthesis HC","UniqueMap",2,2,2,1,3,1,11,3,2,1.07,5,2,40,7,17.6,7,1,30,50.1,124.66,39.06,19.82,NA,NA,NA,NA,NA,NA
40,"2019-04-16","Synthesis HC","UniqueMap",2,2,2,1,2.55,1,10.68596,2.12,2,1.05,5,2,43.19,7,16.22,6,1,30,50.59103,117.31,39.06,19.65,NA,NA,NA,NA,NA,NA
41,"2019-04-17","Synthesis HC","UniqueMap",2,2,2,1,2.21,1,10,3,2,1,5,2,43.65,6.46,15.91,6,0.98,30,49.82733,124.8,38.64,18.75,NA,NA,NA,NA,NA,NA
42,"2019-04-18","Synthesis HC","UniqueMap",2,2,2,1,2,1,11,3,2,1,5,1.96,40,7,20,6,0.99,28.86,48.65,324,37.55,18.75,NA,NA,NA,NA,NA,NA
43,"2019-04-19","Synthesis HC","UniqueMap",2,2,2,1,2,1,11,3,2,1,5,1.64543,39.86,7,20,6.16973,0.97,28.86,49.37,329.41,40,18.56,NA,NA,NA,NA,NA,NA
44,"2019-04-20","Synthesis HC","UniqueMap",2,1.79505,2,1,2,1,10,3,2,1.17,5,1.94,38.56,6,20,6,1,27.72,49.9,360,37.94,18.8,NA,NA,NA,NA,NA,NA
45,"2019-04-21","Synthesis HC","UniqueMap",2,1.76,2,1,2.51,1.5,11,3,1.90866,1.28,5,2,35,6,20,6.17,0.98,30,54.36,359.39538,37.94,18.52,NA,NA,NA,NA,NA,NA
46,"2019-04-22","Synthesis HC","UniqueMap",2,1.32,2,1,3,1.21,11,2.61,1.75,1.08,5,2,35,6,19.4,7,0.99,30,56.67,351.2,38.63,18.55,NA,NA,NA,NA,NA,NA
47,"2019-04-23","Synthesis HC","UniqueMap",2,1.32,2,1,2.89714,1.29,11,3,1.59,1.3,5,2,35,6,19,7.05,0.99,28.95,53.73,340.22933,35,18.06,NA,NA,NA,NA,NA,NA
48,"2019-04-24","Synthesis HC","UniqueMap",2,1.32,2,1,3,1.08,11.33683,2.6,1.48,1,6,2,33.33,6,19,7.52962,0.99,29.14,60.72,324.5225,35,17.5,NA,NA,NA,NA,NA,NA
49,"2019-04-25","Synthesis HC","UniqueMap",2,1.36,2,1,2.6,1.08988,10.54,2.71,1.54,1,6,1.22,30.31,6.52,19.41,8,1,28.17,60.27,320.04,35.22,17.5,NA,NA,NA,NA,NA,NA
50,"2019-04-26","Synthesis HC","UniqueMap",2,1.40155,2,1,2,1,10,2.78,1.57145,1,6,1.21277,35,6.48,13.18,8,1,28.17,55.52,261.93,38.03,17,NA,NA,NA,NA,NA,NA
51,"2019-04-27","Synthesis HC","UniqueMap",2,1.44,2,1,2,1,10,2.16,1.73,1,6,1.37,35,6.51418,13.18,8,1,27.6,50.82,292.758,38.03,17,NA,NA,NA,NA,NA,NA
