"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
48,"2018-01-24","Abyss","Currency",2.24235,0.02121,0.02561,0.26108,296.94872,3,2,10,2,0.49661,0.10826,12,78.21833,0.87379,0.13904,0.08184,5.99587,6.89279,12201.90516,5.98113,0.37091,0.09465,12.35731,0.04004,0.09091,0.33432,0.61911,0.39853,0.02498,0.02216,0.83333,0.00717,0.2554,1.0995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"2018-01-25","Abyss","Currency",2.2529,0.02265,0.02662,0.25552,297.36743,3,2,9.90385,2,0.49252,0.10836,12,77.93544,0.87994,0.13986,0.08224,5.99555,7,12241.07455,5.99739,0.37039,0.09899,12.98778,0.04582,0.0909,0.33961,0.6274,0.39823,0.025,0.02205,0.83292,0.00711,0.24723,1.08927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"2018-01-26","Abyss","Currency",2.08311,0.02277,0.02786,0.25171,291.35947,3,2,9.98818,2,0.49258,0.10922,12,77.29143,0.89757,0.13984,0.08263,5.98109,7,12349.6319,6,0.36983,0.10109,12.94231,0.04688,0.09091,0.34378,0.65658,0.40047,0.02549,0.02062,0.82924,0.007,0.24482,1.07659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"2018-01-27","Abyss","Currency",2.0006,0.0201,0.02631,0.2523,281.41624,3,2,10,1.88408,0.49299,0.11038,12,75.72125,0.89946,0.13267,0.0832,5.99872,6.99588,13203.73845,5.93306,0.36951,0.10209,12.7187,0.04113,0.09091,0.34457,0.64741,0.39655,0.0245,0.02012,0.83333,0.00688,0.24381,1.04743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"2018-01-28","Abyss","Currency",2,0.02004,0.02705,0.25363,274.37287,3,2,9.80711,1.86715,0.49053,0.11094,12,73.45626,0.89918,0.13107,0.08361,5.88297,6.96341,13887.28515,5.87119,0.36623,0.09884,11.98144,0.0415,0.0909,0.34475,0.66761,0.39245,0.02232,0.02011,0.83307,0.00659,0.24343,1.09587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"2018-01-29","Abyss","Currency",2,0.01993,0.02493,0.24807,267.81872,3.39062,2,8.63077,1.98342,0.48147,0.1097,11.96752,74.19236,0.90264,0.11846,0.08321,5.86035,6.97687,13721.37491,5.95785,0.36234,0.09914,12,0.04259,0.09067,0.3448,0.64952,0.3834,0.0219,0.01974,0.83291,0.0063,0.23983,1.09961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"2018-01-30","Abyss","Currency",2,0.01939,0.02357,0.24627,263.70969,3,2,8.77841,1.98237,0.4736,0.10844,12.01726,74.26587,0.90199,0.11296,0.08332,5.8086,6.93067,13419.1609,5.78181,0.35714,0.09889,12.31732,0.04237,0.09046,0.34605,0.66104,0.38424,0.02026,0.01935,0.83023,0.00626,0.23516,1.04822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"2018-01-31","Abyss","Currency",1.99154,0.01914,0.02279,0.24643,261.37432,3,2,8.07423,1.89735,0.45854,0.1066,12.59381,75.10968,0.90481,0.11297,0.08333,5.60772,6.53363,13847.83257,5.43941,0.3556,0.0982,12.91258,0.04329,0.08879,0.34482,0.65644,0.38623,0.02004,0.019,0.81317,0.00628,0.23221,1.10399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"2018-02-01","Abyss","Currency",1.9453,0.01959,0.02334,0.24363,264.95911,3,2,8.2577,1.5178,0.45212,0.1064,12.69575,76.09847,0.8945,0.1112,0.08332,5.51552,6.4704,14230.96694,5.54945,0.35045,0.09945,13,0.0448,0.08679,0.34482,0.66485,0.39252,0.02009,0.01765,0.80123,0.00627,0.22789,1.15182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"2018-02-02","Abyss","Currency",1.87318,0.01975,0.02315,0.24395,263.05085,3,2,8,1.17381,0.43837,0.10342,12.96104,78.64601,0.89829,0.11116,0.08332,5.25728,6.3668,14810.05181,5.20102,0.34569,0.09946,13.01654,0.04473,0.08724,0.34452,0.6558,0.39042,0.01999,0.01814,0.82322,0.00627,0.2233,1.12984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"2018-02-03","Abyss","Currency",1.83678,0.01942,0.02219,0.2439,263.24494,3,2,8,1.50345,0.4345,0.1014,12.87683,79.01144,0.88744,0.1084,0.08333,5,6.09192,15303.94727,5,0.34483,0.09848,13.19064,0.04313,0.08832,0.34308,0.65727,0.38759,0.0174,0.01701,0.83333,0.00624,0.2214,1.04337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"2018-02-04","Abyss","Currency",1.71339,0.01953,0.02117,0.246,265.88763,3,2,8.00352,1.78626,0.42707,0.10068,12.64315,79.27997,0.88631,0.10257,0.08246,4.94299,5.99854,15627.24278,5,0.33987,0.09857,13.40981,0.04233,0.08632,0.33593,0.66369,0.38456,0.01667,0.01768,0.82182,0.00625,0.22109,1.06541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"2018-02-05","Abyss","Currency",1.59297,0.01925,0.02149,0.23962,265.14374,3,2,8,1.9232,0.41292,0.10183,12.41314,80.45141,0.88734,0.11105,0.08187,4.99057,6,15863.55741,4.93097,0.33464,0.09799,12.83631,0.03934,0.08519,0.33274,0.6626,0.38312,0.01667,0.01715,0.82069,0.00624,0.22124,1.09238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"2018-02-06","Abyss","Currency",1.6406,0.01972,0.02357,0.24039,268.2303,3,2,8.74455,1.83717,0.39979,0.10028,12.89919,81.86628,0.89116,0.11256,0.08107,5,6,16072.16182,4.99782,0.33486,0.09748,13.56343,0.04313,0.08579,0.33292,0.66345,0.38751,0.01667,0.0173,0.79707,0.00624,0.21366,1.13022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"2018-02-07","Abyss","Currency",1.53185,0.01785,0.02102,0.24226,276.75036,3.01084,2,10.13553,1.17221,0.38998,0.10062,13,84.66503,0.89714,0.11122,0.08008,5,5.99944,16787.5749,4.99947,0.33082,0.09803,14.03081,0.04299,0.08434,0.33292,0.66082,0.39009,0.01669,0.01667,0.809,0.00622,0.21284,1.05967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"2018-02-08","Abyss","Currency",1.51095,0.01672,0.02167,0.23806,277.73747,3.48328,2,9.63924,1.77247,0.3778,0.09971,12.99217,85.41624,0.89798,0.10515,0.08062,5,6,17001.54129,4.97035,0.33167,0.09789,14.40479,0.04019,0.08664,0.33214,0.66359,0.39731,0.01677,0.01647,0.81702,0.00618,0.2105,1.14612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"2018-02-09","Abyss","Currency",1.5316,0.01667,0.02185,0.2356,276.05422,3,2,9.13968,1.93752,0.36286,0.09634,12.98077,89.16657,0.89709,0.10408,0.08086,5,6,18382.50233,4.96867,0.33238,0.09602,14.94241,0.04279,0.0886,0.33269,0.63471,0.3978,0.01672,0.01606,0.81536,0.00607,0.20652,1.11702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"2018-02-10","Abyss","Currency",1.58712,0.01651,0.02094,0.2305,285.03808,3.0153,2,9.33894,1.65129,0.35676,0.09586,13.1053,91.12992,0.9088,0.10002,0.08052,5,6,20114.73003,4.8945,0.33298,0.09375,15.22423,0.04159,0.08595,0.33309,0.65491,0.39949,0.01654,0.0147,0.80431,0.00602,0.20292,1.08114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"2018-02-11","Abyss","Currency",1.6011,0.01624,0.01999,0.22945,283.94151,3.66386,2,10.4057,1.51678,0.35552,0.0959,13.96155,91.83544,0.9065,0.10497,0.08179,5,6.06942,21213.43284,4.93714,0.33286,0.09299,14.94343,0.0398,0.08217,0.33267,0.66204,0.4,0.01673,0.01387,0.77659,0.00569,0.20221,1.18658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"2018-02-12","Abyss","Currency",1.5316,0.01581,0.01994,0.22082,286.80603,3.74398,2,9.88572,1.93341,0.34698,0.09529,13.76617,92.02525,0.90493,0.11015,0.08087,5,6.16996,21773.73644,4.89621,0.33248,0.09435,14.91165,0.03927,0.08428,0.33333,0.64882,0.4,0.01713,0.01324,0.75693,0.00584,0.20115,1.14128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2018-02-13","Abyss","Currency",1.50306,0.01567,0.01981,0.23076,283.27758,4,2,10,2,0.33176,0.09341,14.00094,92.28014,0.90012,0.11238,0.08025,5,6.43399,21928.65494,4.92787,0.327,0.09415,15.04607,0.04016,0.08339,0.33331,0.63384,0.39937,0.01665,0.01415,0.76665,0.00563,0.19922,1.12387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2018-02-14","Abyss","Currency",1.51449,0.01632,0.01993,0.23132,283.9194,4,2,9.26451,1.99394,0.3329,0.09489,14.24612,91.17432,0.89253,0.10755,0.08138,5,6.42106,21630.89961,4.96648,0.32511,0.09398,15.53927,0.04234,0.08365,0.33333,0.62484,0.39975,0.01667,0.01421,0.76261,0.00585,0.1986,1.03679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2018-02-15","Abyss","Currency",1.61326,0.01621,0.01999,0.23433,292.68825,4,2,9.58406,2,0.333,0.09627,14,91.55051,0.90669,0.11211,0.08275,5,6.69144,21763.83333,4.68012,0.33202,0.09713,16.05944,0.04181,0.08558,0.34073,0.64284,0.4082,0.01667,0.01329,0.76479,0.00563,0.20121,1.11472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2018-02-16","Abyss","Currency",1.73339,0.01616,0.01979,0.235,300.9657,4,2,10,2,0.33487,0.09636,14,91.0904,0.90918,0.11111,0.08294,5,6.7009,21759.33087,4.67093,0.33264,0.0978,16.4798,0.04041,0.08576,0.34958,0.66416,0.42939,0.01667,0.01294,0.76919,0.00574,0.20562,1.14866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2018-02-17","Abyss","Currency",1.83852,0.01653,0.0199,0.24423,299.5213,3.94484,2,9.65952,1.81088,0.34577,0.09925,14.69179,90.93832,0.90909,0.11558,0.08327,5,6.53036,21805.72014,4.35514,0.32977,0.0978,16.47373,0.03925,0.08673,0.35563,0.66553,0.43628,0.01734,0.01331,0.77922,0.00612,0.20349,1.16237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"2018-02-18","Abyss","Currency",1.71,0.01651,0.02002,0.23201,308.74348,3.98526,2,9.01387,1.77538,0.35722,0.09812,14.98184,90.98109,0.90909,0.11631,0.08333,5,6.52827,21881.69404,4.02277,0.32698,0.09869,16.36166,0.03885,0.0879,0.35996,0.66529,0.4426,0.01667,0.01256,0.79877,0.00595,0.20165,1.17321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2018-02-19","Abyss","Currency",1.72629,0.01659,0.0201,0.23727,309.00125,4,2,9.01654,1.58616,0.35265,0.09677,14.96633,90.96212,0.91452,0.12014,0.08595,5,6.00235,21994.13711,4,0.3297,0.0991,15.52833,0.04084,0.08825,0.37827,0.66667,0.42976,0.01667,0.01242,0.77574,0.00584,0.19977,1.18302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"2018-02-20","Abyss","Currency",1.68676,0.01594,0.01989,0.22165,310.64572,4,2,8.9718,1.39423,0.35271,0.09647,14.98462,90.39355,0.90898,0.12025,0.08679,5,6,22576.00314,4.74522,0.32795,0.09927,15.72069,0.04277,0.08767,0.38301,0.66248,0.44391,0.01667,0.01231,0.76332,0.00587,0.2,1.17661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"2018-02-21","Abyss","Currency",1.53562,0.0153,0.01976,0.22644,317.22385,4,2,9.21761,1.25884,0.35944,0.09632,15,91.67467,0.90663,0.11103,0.08544,5,6,23367.58058,4.50499,0.3252,0.10216,15.88945,0.04326,0.08794,0.39579,0.66549,0.45231,0.01667,0.01214,0.75029,0.00588,0.19959,1.16729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"2018-02-22","Abyss","Currency",1.5284,0.01604,0.02002,0.24019,304.75091,4,2,9.77734,1.68332,0.36209,0.09459,15,92.86349,0.90733,0.10971,0.0854,4.96261,6,24032.58713,4.32462,0.32264,0.10324,15.70164,0.04471,0.08901,0.39843,0.68581,0.45669,0.01667,0.01236,0.75961,0.00607,0.2,1.12973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"2018-02-23","Abyss","Currency",1.51449,0.01575,0.01993,0.24198,306.76016,4,2,9.98151,1.94115,0.366,0.09557,15.63985,94.33016,0.91466,0.10677,0.08737,4.95997,5.98363,24750.21184,4.11153,0.32258,0.10443,16.42146,0.0439,0.09067,0.39368,0.67491,0.47382,0.01667,0.01235,0.76913,0.0061,0.20027,1.19699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"2018-02-24","Abyss","Currency",1.5,0.01561,0.01988,0.24758,285.66301,4,2,9.92076,1.69818,0.36752,0.09412,15.31513,94.93684,0.91158,0.10488,0.08901,4.94544,6,24839.59752,4.40264,0.32255,0.09992,17.55844,0.04457,0.09091,0.39465,0.66921,0.47635,0.01655,0.01205,0.76918,0.00582,0.20444,1.20118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"2018-02-25","Abyss","Currency",1.49387,0.01522,0.01897,0.24787,284.83894,3.95884,2,9.44454,1.99805,0.3696,0.09425,15.67154,95.83257,0.93397,0.10971,0.08818,4.98114,5.99831,25214.70476,4.98163,0.32475,0.10411,17.43139,0.04467,0.09042,0.39898,0.7329,0.47859,0.01667,0.01183,0.76947,0.00613,0.20663,1.20737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"2018-02-26","Abyss","Currency",1.48707,0.01438,0.01846,0.2482,279.31991,2.68826,2,9.43152,4.77635,0.36019,0.09479,16.17577,98.78955,0.90923,0.10977,0.39506,4.92483,5.99376,26109.57422,4.80709,0.32321,0.10863,17.31906,0.04189,0.09177,0.40007,0.69492,0.47323,0.01667,0.01235,0.78016,0.00587,0.20025,1.22932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"2018-02-27","Abyss","Currency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"2018-02-28","Abyss","Currency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"2018-03-01","Abyss","Currency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-05-04","Bestiary Flashback","Currency",0,1,1,0,0,0,0,0,0,0,0.14286,0,0,1,0,1,0,0,0,0,0.3915,0.46296,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0.19292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-05-05","Bestiary Flashback","Currency",2.327,0.04545,0.1356,1,0,40,30.1,90,20,0.26976,0.05034,5,37,1,0.5,0.0697,3.648,10,9041.51207,2,0.16667,0.03333,2,0.15698,0.125,0.25,0.5,0.33333,0.08333,0.02443,1,0.01519,0.21034,0.5,5,0.5,1,2,0,395.2,1,1,0.01111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-05-06","Bestiary Flashback","Currency",2,0.04762,0.0823,1,332.09773,20.79091,26.44394,80.65,9.82511,0.22727,0.0807,6,49.60649,0.75,0.5,0.07598,3,7.50666,6626.02041,2,0.16629,0.05,2,0.1,0.11111,0.31073,0.65686,0.33333,0.0625,0.025,1,0.01353,0.2,0.60063,5,0.5,0.5,2,17.99875,415.10138,0.5,1,0.01099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-05-07","Bestiary Flashback","Currency",1.68401,0.06667,0.09524,1,283.92517,18,16,89.60808,4,0.22222,0.11765,8,63.6978,1,0.5,0.10628,3,7.25157,6387.15151,3,0.16667,0.0625,3,0.08384,0.11111,0.43479,0.74657,0.5,0.05882,0.02916,1.86749,0.01667,0.32689,0.76925,5,0.5,0.49497,3,15.70734,325,0.41593,1,0.01198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-05-08","Bestiary Flashback","Currency",1.5,0.08333,0.09524,1,293.64754,7.23239,10,70,3,0.24519,0.13945,9,74.02,1,0.5,0.11111,4,8,6464.41656,3,0.17035,0.0715,3,0.08389,0.12443,0.49383,0.83333,0.5,0.06264,0.0387,1.8,0.01923,0.33333,0.83249,7,0.5,0.48323,4,21.23739,375,0.33333,1,0.0125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-05-09","Bestiary Flashback","Currency",1.99633,0.08655,0.1,1,339.84943,5,7.77983,46.74427,3,0.33333,0.14286,10,72,1.24076,0.77348,0.11762,4,7,5971.66391,3,0.2,0.09485,4,0.06667,0.13889,0.5,0.71429,0.58824,0.06667,0.04,1.54993,0.01991,0.33333,0.9,7.60442,0.5,0.4,3.79083,20,360,0.26349,1,0.01229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-05-10","Bestiary Flashback","Currency",2,0.09084,0.1,1,328.39773,4,5,37.85626,3,0.38057,0.13333,10,70,1.5,0.8,0.125,4,7,5551.52303,3,0.2,0.10642,4,0.074,0.14141,0.5,0.66667,0.56299,0.07103,0.04,1.6677,0.01999,0.33333,1,9,0.5,0.4,3.5,19,350,0.25,1,0.01176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-05-11","Bestiary Flashback","Currency",2,0.08796,0.08333,0.91426,299.80815,3,4,31.77735,2,0.4,0.13304,10,72,1.80181,0.79035,0.12471,5,7,5659.22998,3,0.21277,0.11104,4,0.083,0.13333,0.5,0.65,0.56249,0.06667,0.04,1.5,0.02,0.33333,1,10,0.5,0.4,3.5,18,355,0.25,1,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-05-12","Bestiary Flashback","Currency",2,0.07623,0.06868,0.82683,255.29356,4,4,23,2,0.4,0.13173,10,74,1.72665,0.62138,0.12195,4,7,5846,3,0.2,0.1098,4,0.06667,0.125,0.5,0.57846,0.5,0.07692,0.04,1.4,0.01961,0.33333,1,10,0.5,0.39567,3.5,19.67817,339.44512,0.2,1,0.01099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-05-13","Bestiary Flashback","Currency",2,0.06667,0.07082,0.73149,260.38907,3,3,15,2,0.4,0.13229,10,85,1.6499,0.5,0.12048,4,6.5,9236.1,3,0.19421,0.10417,4,0.06667,0.11111,0.5,0.5,0.47123,0.06667,0.04,1.3,0.01994,0.33333,1,11.13931,0.5,0.33333,4,20,433.39857,0.2,1,0.01075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-05-14","Bestiary Flashback","Currency",2,0.06667,0.06667,0.5,229.30451,3,3,14,2,0.4,0.125,10,89.12427,1.5,0.5,0.12048,4,6.5,10817.91566,3,0.18182,0.09901,4,0.06667,0.1,0.5,0.47619,0.43478,0.05642,0.04,1.3,0.01818,0.32258,1,14,0.5,0.33333,4.49258,20,534.87314,0.1949,1,0.01064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-05-15","Bestiary Flashback","Currency",2,0.06667,0.06667,0.5,199.23164,3,2,10,2,0.4,0.12346,11,91,1.50023,0.5,0.12182,4,6,11960,3,0.18869,0.10393,4,0.06667,0.10474,0.5,0.47619,0.45455,0.06464,0.03859,1.24393,0.01942,0.32258,1,16,0.5,0.37962,5,20,546,0.2,1,0.01087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-05-16","Bestiary Flashback","Currency",2,0.06918,0.06667,0.5,195,3,2,9,2,0.4,0.11905,11.8687,92,1.5,0.5,0.12048,4,6,13332.38139,4,0.18519,0.10101,5,0.06667,0.1029,0.5,0.47619,0.45455,0.05877,0.04,1.19501,0.0196,0.31956,1,17,0.5,0.37377,4.94627,20.6084,552,0.17206,1,0.01056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
